episode_index,source_prefix,source_episode_index,length,dataset_from_index,dataset_to_index,archive_key,archive_url
5491,target/atomic/PickPlaceDrawerToCounter/20250820,450,232,1395725,1395957,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5492,target/atomic/PickPlaceDrawerToCounter/20250820,451,335,1395957,1396292,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5493,target/atomic/PickPlaceDrawerToCounter/20250820,452,251,1396292,1396543,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5494,target/atomic/PickPlaceDrawerToCounter/20250820,453,266,1396543,1396809,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5495,target/atomic/PickPlaceDrawerToCounter/20250820,454,350,1396809,1397159,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5496,target/atomic/PickPlaceDrawerToCounter/20250820,455,326,1397159,1397485,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5497,target/atomic/PickPlaceDrawerToCounter/20250820,456,403,1397485,1397888,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5498,target/atomic/PickPlaceDrawerToCounter/20250820,457,313,1397888,1398201,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5499,target/atomic/PickPlaceDrawerToCounter/20250820,458,331,1398201,1398532,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5500,target/atomic/PickPlaceDrawerToCounter/20250820,459,256,1398532,1398788,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5501,target/atomic/PickPlaceDrawerToCounter/20250820,460,339,1398788,1399127,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5502,target/atomic/PickPlaceDrawerToCounter/20250820,461,363,1399127,1399490,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5503,target/atomic/PickPlaceDrawerToCounter/20250820,462,271,1399490,1399761,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5504,target/atomic/PickPlaceDrawerToCounter/20250820,463,324,1399761,1400085,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5505,target/atomic/PickPlaceDrawerToCounter/20250820,464,313,1400085,1400398,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5506,target/atomic/PickPlaceDrawerToCounter/20250820,465,406,1400398,1400804,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5507,target/atomic/PickPlaceDrawerToCounter/20250820,466,332,1400804,1401136,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5508,target/atomic/PickPlaceDrawerToCounter/20250820,467,232,1401136,1401368,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5509,target/atomic/PickPlaceDrawerToCounter/20250820,468,376,1401368,1401744,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5510,target/atomic/PickPlaceDrawerToCounter/20250820,469,320,1401744,1402064,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5511,target/atomic/PickPlaceDrawerToCounter/20250820,470,304,1402064,1402368,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5512,target/atomic/PickPlaceDrawerToCounter/20250820,471,278,1402368,1402646,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5513,target/atomic/PickPlaceDrawerToCounter/20250820,472,222,1402646,1402868,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5514,target/atomic/PickPlaceDrawerToCounter/20250820,473,281,1402868,1403149,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5515,target/atomic/PickPlaceDrawerToCounter/20250820,474,392,1403149,1403541,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5516,target/atomic/PickPlaceDrawerToCounter/20250820,475,287,1403541,1403828,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5517,target/atomic/PickPlaceDrawerToCounter/20250820,476,231,1403828,1404059,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5518,target/atomic/PickPlaceDrawerToCounter/20250820,477,299,1404059,1404358,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5519,target/atomic/PickPlaceDrawerToCounter/20250820,478,295,1404358,1404653,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5520,target/atomic/PickPlaceDrawerToCounter/20250820,479,304,1404653,1404957,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5521,target/atomic/PickPlaceDrawerToCounter/20250820,480,312,1404957,1405269,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5522,target/atomic/PickPlaceDrawerToCounter/20250820,481,281,1405269,1405550,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5523,target/atomic/PickPlaceDrawerToCounter/20250820,482,357,1405550,1405907,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5524,target/atomic/PickPlaceDrawerToCounter/20250820,483,367,1405907,1406274,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5525,target/atomic/PickPlaceDrawerToCounter/20250820,484,340,1406274,1406614,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5526,target/atomic/PickPlaceDrawerToCounter/20250820,485,289,1406614,1406903,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5527,target/atomic/PickPlaceDrawerToCounter/20250820,486,393,1406903,1407296,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5528,target/atomic/PickPlaceDrawerToCounter/20250820,487,334,1407296,1407630,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5529,target/atomic/PickPlaceDrawerToCounter/20250820,488,284,1407630,1407914,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5530,target/atomic/PickPlaceDrawerToCounter/20250820,489,301,1407914,1408215,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5531,target/atomic/PickPlaceDrawerToCounter/20250820,490,269,1408215,1408484,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5532,target/atomic/PickPlaceDrawerToCounter/20250820,491,297,1408484,1408781,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5533,target/atomic/PickPlaceDrawerToCounter/20250820,492,367,1408781,1409148,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5534,target/atomic/PickPlaceDrawerToCounter/20250820,493,257,1409148,1409405,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5535,target/atomic/PickPlaceDrawerToCounter/20250820,494,374,1409405,1409779,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5536,target/atomic/PickPlaceDrawerToCounter/20250820,495,378,1409779,1410157,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5537,target/atomic/PickPlaceDrawerToCounter/20250820,496,331,1410157,1410488,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5538,target/atomic/PickPlaceDrawerToCounter/20250820,497,267,1410488,1410755,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5539,target/atomic/PickPlaceDrawerToCounter/20250820,498,372,1410755,1411127,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5540,target/atomic/PickPlaceDrawerToCounter/20250820,499,301,1411127,1411428,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5541,target/atomic/PickPlaceDrawerToCounter/20250820,500,237,1411428,1411665,target/atomic/PickPlaceDrawerToCounter/20250820/lerobot.tar,https://utexas.box.com/s/xec45dl0meig2yl1v4cmi1hqxw3eu74l
5542,target/atomic/PickPlaceSinkToCounter/20250813,0,404,1411665,1412069,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5543,target/atomic/PickPlaceSinkToCounter/20250813,1,365,1412069,1412434,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5544,target/atomic/PickPlaceSinkToCounter/20250813,2,367,1412434,1412801,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5545,target/atomic/PickPlaceSinkToCounter/20250813,3,443,1412801,1413244,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5546,target/atomic/PickPlaceSinkToCounter/20250813,4,351,1413244,1413595,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5547,target/atomic/PickPlaceSinkToCounter/20250813,5,428,1413595,1414023,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5548,target/atomic/PickPlaceSinkToCounter/20250813,6,385,1414023,1414408,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5549,target/atomic/PickPlaceSinkToCounter/20250813,7,379,1414408,1414787,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5550,target/atomic/PickPlaceSinkToCounter/20250813,8,350,1414787,1415137,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5551,target/atomic/PickPlaceSinkToCounter/20250813,9,305,1415137,1415442,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5552,target/atomic/PickPlaceSinkToCounter/20250813,10,341,1415442,1415783,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5553,target/atomic/PickPlaceSinkToCounter/20250813,11,268,1415783,1416051,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5554,target/atomic/PickPlaceSinkToCounter/20250813,12,290,1416051,1416341,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5555,target/atomic/PickPlaceSinkToCounter/20250813,13,300,1416341,1416641,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5556,target/atomic/PickPlaceSinkToCounter/20250813,14,337,1416641,1416978,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5557,target/atomic/PickPlaceSinkToCounter/20250813,15,401,1416978,1417379,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5558,target/atomic/PickPlaceSinkToCounter/20250813,16,284,1417379,1417663,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5559,target/atomic/PickPlaceSinkToCounter/20250813,17,350,1417663,1418013,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5560,target/atomic/PickPlaceSinkToCounter/20250813,18,475,1418013,1418488,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5561,target/atomic/PickPlaceSinkToCounter/20250813,19,593,1418488,1419081,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5562,target/atomic/PickPlaceSinkToCounter/20250813,20,421,1419081,1419502,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5563,target/atomic/PickPlaceSinkToCounter/20250813,21,410,1419502,1419912,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5564,target/atomic/PickPlaceSinkToCounter/20250813,22,398,1419912,1420310,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5565,target/atomic/PickPlaceSinkToCounter/20250813,23,387,1420310,1420697,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5566,target/atomic/PickPlaceSinkToCounter/20250813,24,531,1420697,1421228,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5567,target/atomic/PickPlaceSinkToCounter/20250813,25,473,1421228,1421701,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5568,target/atomic/PickPlaceSinkToCounter/20250813,26,419,1421701,1422120,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5569,target/atomic/PickPlaceSinkToCounter/20250813,27,362,1422120,1422482,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5570,target/atomic/PickPlaceSinkToCounter/20250813,28,409,1422482,1422891,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5571,target/atomic/PickPlaceSinkToCounter/20250813,29,323,1422891,1423214,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5572,target/atomic/PickPlaceSinkToCounter/20250813,30,444,1423214,1423658,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5573,target/atomic/PickPlaceSinkToCounter/20250813,31,384,1423658,1424042,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5574,target/atomic/PickPlaceSinkToCounter/20250813,32,377,1424042,1424419,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5575,target/atomic/PickPlaceSinkToCounter/20250813,33,320,1424419,1424739,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5576,target/atomic/PickPlaceSinkToCounter/20250813,34,527,1424739,1425266,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5577,target/atomic/PickPlaceSinkToCounter/20250813,35,430,1425266,1425696,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5578,target/atomic/PickPlaceSinkToCounter/20250813,36,304,1425696,1426000,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5579,target/atomic/PickPlaceSinkToCounter/20250813,37,505,1426000,1426505,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5580,target/atomic/PickPlaceSinkToCounter/20250813,38,362,1426505,1426867,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5581,target/atomic/PickPlaceSinkToCounter/20250813,39,412,1426867,1427279,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5582,target/atomic/PickPlaceSinkToCounter/20250813,40,474,1427279,1427753,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5583,target/atomic/PickPlaceSinkToCounter/20250813,41,309,1427753,1428062,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5584,target/atomic/PickPlaceSinkToCounter/20250813,42,332,1428062,1428394,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5585,target/atomic/PickPlaceSinkToCounter/20250813,43,445,1428394,1428839,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5586,target/atomic/PickPlaceSinkToCounter/20250813,44,636,1428839,1429475,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5587,target/atomic/PickPlaceSinkToCounter/20250813,45,327,1429475,1429802,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5588,target/atomic/PickPlaceSinkToCounter/20250813,46,429,1429802,1430231,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5589,target/atomic/PickPlaceSinkToCounter/20250813,47,329,1430231,1430560,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5590,target/atomic/PickPlaceSinkToCounter/20250813,48,441,1430560,1431001,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5591,target/atomic/PickPlaceSinkToCounter/20250813,49,320,1431001,1431321,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5592,target/atomic/PickPlaceSinkToCounter/20250813,50,333,1431321,1431654,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5593,target/atomic/PickPlaceSinkToCounter/20250813,51,496,1431654,1432150,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5594,target/atomic/PickPlaceSinkToCounter/20250813,52,354,1432150,1432504,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5595,target/atomic/PickPlaceSinkToCounter/20250813,53,403,1432504,1432907,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5596,target/atomic/PickPlaceSinkToCounter/20250813,54,337,1432907,1433244,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5597,target/atomic/PickPlaceSinkToCounter/20250813,55,372,1433244,1433616,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5598,target/atomic/PickPlaceSinkToCounter/20250813,56,305,1433616,1433921,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5599,target/atomic/PickPlaceSinkToCounter/20250813,57,421,1433921,1434342,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5600,target/atomic/PickPlaceSinkToCounter/20250813,58,340,1434342,1434682,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5601,target/atomic/PickPlaceSinkToCounter/20250813,59,304,1434682,1434986,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5602,target/atomic/PickPlaceSinkToCounter/20250813,60,398,1434986,1435384,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5603,target/atomic/PickPlaceSinkToCounter/20250813,61,284,1435384,1435668,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5604,target/atomic/PickPlaceSinkToCounter/20250813,62,425,1435668,1436093,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5605,target/atomic/PickPlaceSinkToCounter/20250813,63,376,1436093,1436469,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5606,target/atomic/PickPlaceSinkToCounter/20250813,64,280,1436469,1436749,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5607,target/atomic/PickPlaceSinkToCounter/20250813,65,418,1436749,1437167,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5608,target/atomic/PickPlaceSinkToCounter/20250813,66,362,1437167,1437529,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5609,target/atomic/PickPlaceSinkToCounter/20250813,67,392,1437529,1437921,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5610,target/atomic/PickPlaceSinkToCounter/20250813,68,372,1437921,1438293,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5611,target/atomic/PickPlaceSinkToCounter/20250813,69,525,1438293,1438818,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5612,target/atomic/PickPlaceSinkToCounter/20250813,70,317,1438818,1439135,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5613,target/atomic/PickPlaceSinkToCounter/20250813,71,402,1439135,1439537,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5614,target/atomic/PickPlaceSinkToCounter/20250813,72,283,1439537,1439820,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5615,target/atomic/PickPlaceSinkToCounter/20250813,73,377,1439820,1440197,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
5616,target/atomic/PickPlaceSinkToCounter/20250813,74,340,1440197,1440537,target/atomic/PickPlaceSinkToCounter/20250813/lerobot.tar,https://utexas.box.com/s/gtxm57dfse72c6zwbel05zhjritt1scq
